CASE;QUESTNNR;MODE;STARTED;GR01_01;GR01_02;GR01_03;GR01_04;GR01_05;GR01_06;GR01_07;IN03;IV01_01;IV04_01;IV04_02;IV03_01;SC04_01;SC04_02;SC05_01;SC05_02;SC06_01;SC06_02;SC07_01;SC07_02;SC08_01;SC08_02;SC09_01;SC09_02;SC10_01;SC10_02;SC11_01;SC11_02;SC12_01;SC12_02;SC13_01;SC13_02;TIME001;TIME002;TIME003;TIME005;TIME006;TIME007;TIME008;TIME009;TIME010;TIME011;TIME_SUM;MAILSENT;LASTDATA;FINISHED;Q_VIEWER;LASTPAGE;MAXPAGE;MISSING;MISSREL;TIME_RSI;Age;Sex
270;long;interview;09.12.2023 15:38;5;2;1;5;5;1;1;1;greedfirst;sc3sc2sc1sc4random2;SC07SC05SC12SC08;Large;NA;NA;10;8;NA;NA;11;5;1;1;NA;NA;8;2;NA;NA;1;1;NA;NA;6;6;27;54;25;18;61;52;NA;3;252;NA;09.12.2023 15:42;1;0;11;11;0;0;1,12;28;Female
320;long;interview;09.12.2023 15:46;4;3;3;3;3;3;3;1;greedlast;sc1sc2sc3sc4random2;SC05SC13SC06SC08;Small;NA;NA;8;8;7;8;NA;NA;7;7;NA;NA;NA;NA;8;8;NA;NA;9;9;15;4;NA;22;10;23;12;11;12;3;112;NA;09.12.2023 15:48;1;0;11;11;0;0;1,79;20;Female
525;long;interview;09.12.2023 16:11;4;4;2;4;3;2;1;1;greedlast;sc4sc1sc3sc2random2;SC07SC05SC08SC12;Large;NA;NA;7;6;NA;NA;8;6;6;5;NA;NA;4;5;NA;NA;9;4;NA;NA;3;5;NA;38;12;15;21;95;23;7;219;NA;09.12.2023 16:15;1;0;11;11;0;0;1,34;37;Female
991;short;interview;11.12.2023 17:07;3;2;3;4;2;2;4;1;greedlast;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;NA;NA;NA;NA;NA;NA;5;39;NA;122;40;4;NA;NA;NA;NA;176;NA;11.12.2023 17:11;1;0;7;7;0;0;0,78;29;Female
976;short;interview;11.12.2023 17:04;3;2;4;4;3;4;3;1;greedfirst;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;NA;NA;NA;NA;NA;NA;11;13;32;28;NA;18;NA;NA;NA;NA;102;NA;11.12.2023 17:06;1;0;7;7;0;0;0,65;67;Female
1095;short;interview;11.12.2023 17:19;2;1;2;1;1;1;1;1;greedfirst;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;NA;NA;NA;NA;NA;7;8;34;24;NA;8;NA;NA;NA;NA;81;NA;11.12.2023 17:20;1;0;7;7;0;0;0,88;71;Female
682;short;interview;11.12.2023 15:44;3;1;4;1;1;1;1;1;greedfirst;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;4;4;22;19;NA;3;NA;NA;NA;NA;52;NA;11.12.2023 15:45;1;0;7;7;0;0;1,56;31;Female
329;long;interview;09.12.2023 15:47;4;4;5;4;3;4;4;1;greedlast;sc1sc2sc4sc3random2;SC13SC07SC08SC04;Large;5;4;NA;NA;NA;NA;5;4;4;4;NA;NA;5;6;NA;NA;NA;NA;6;5;6;3;NA;26;17;4;7;3;27;4;97;NA;09.12.2023 15:49;1;0;11;11;0;0;2,02;35;Female
312;long;interview;09.12.2023 15:46;3;3;3;3;3;3;3;1;greedfirst;sc2sc4sc3sc1random2;SC13SC07SC08SC04;Large;1;1;NA;NA;NA;NA;1;1;1;1;NA;NA;1;1;NA;NA;NA;NA;1;1;19;9;78;95;10;18;12;38;NA;6;285;NA;09.12.2023 15:50;1;0;11;11;0;0;1,05;51;Male
532;long;interview;09.12.2023 16:12;4;4;1;4;4;1;1;1;greedlast;sc3sc1sc2sc4random2;SC07SC05SC08SC12;Small;NA;NA;9;8;NA;NA;8;7;6;6;NA;NA;NA;NA;8;7;4;5;NA;NA;3;3;NA;17;6;12;11;9;16;8;85;NA;09.12.2023 16:13;1;0;11;11;0;0;2,11;34;Female
502;long;interview;09.12.2023 16:09;2;1;2;2;2;1;1;1;greedfirst;sc1sc4sc2sc3random2;SC07SC13SC08SC04;Large;1;4;NA;NA;NA;NA;6;6;1;3;NA;NA;1;3;NA;NA;NA;NA;3;1;4;3;35;22;15;20;24;28;NA;3;154;NA;09.12.2023 16:11;1;0;11;11;0;0;1,54;40;Female
565;long;interview;09.12.2023 16:15;2;2;2;3;2;1;1;1;greedfirst;sc2sc1sc4sc3random2;SC13SC05SC06SC08;Small;NA;NA;8;8;6;3;NA;NA;2;5;NA;NA;NA;NA;2;4;NA;NA;3;5;4;7;15;22;20;19;14;19;NA;5;125;NA;09.12.2023 16:17;1;0;11;11;0;0;1,49;38;Male
948;short;interview;11.12.2023 17:00;2;1;2;1;2;1;1;1;greedfirst;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;5;NA;NA;NA;NA;NA;NA;11;20;45;53;NA;25;NA;NA;NA;NA;154;NA;11.12.2023 17:03;1;0;7;7;0;0;0,46;67;Male
1019;short;interview;11.12.2023 17:11;2;1;3;2;2;2;2;1;greedlast;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;7;NA;NA;NA;NA;8;5;NA;36;24;8;NA;NA;NA;NA;81;NA;11.12.2023 17:12;1;0;7;7;0;0;0,9;49;Female
1124;short;interview;11.12.2023 17:21;5;4;1;2;2;1;1;1;greedlast;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;6;NA;NA;NA;NA;NA;NA;12;15;NA;57;39;31;NA;NA;NA;NA;154;NA;11.12.2023 17:24;1;0;7;7;0;0;0,45;53;Female
815;short;interview;11.12.2023 16:42;1;2;1;4;1;1;1;1;greedfirst;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;4;NA;NA;NA;NA;11;19;32;40;NA;5;NA;NA;NA;NA;107;NA;11.12.2023 16:44;1;0;7;7;0;0;0,74;41;Male
662;long;interview;09.12.2023 16:22;4;3;1;2;2;1;1;1;greedfirst;sc1sc3sc2sc4random2;SC07SC05SC12SC08;Large;NA;NA;6;8;NA;NA;11;10;2;6;NA;NA;1;6;NA;NA;1;3;NA;NA;10;11;64;58;38;34;40;47;NA;43;345;NA;09.12.2023 16:28;1;0;11;11;0;0;0,55;30;Female
325;long;interview;09.12.2023 15:47;4;4;3;4;3;3;3;1;greedfirst;sc1sc3sc4sc2random2;SC09SC05SC06SC12;Large;NA;NA;4;4;4;4;NA;NA;NA;NA;4;4;3;3;NA;NA;1;2;NA;NA;7;11;58;30;24;22;21;22;NA;9;204;NA;09.12.2023 15:50;1;0;11;11;0;0;0,94;55;Female
50;long;interview;09.12.2023 14:55;2;2;4;2;2;1;5;1;greedfirst;sc2sc3sc1sc4random2;SC05SC13SC06SC08;Large;NA;NA;9;10;8;9;NA;NA;2;7;NA;NA;5;5;NA;NA;NA;NA;3;5;10;8;52;38;78;36;31;23;NA;7;283;NA;09.12.2023 15:00;1;0;11;11;0;0;0,77;48;Female
1211;short;interview;11.12.2023 17:27;2;2;2;2;1;1;1;1;greedlast;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;NA;NA;NA;NA;NA;NA;59;10;NA;26;56;6;NA;NA;NA;NA;105;NA;11.12.2023 17:29;1;0;7;7;0;0;0,63;50;Female
996;short;interview;11.12.2023 17:08;4;2;2;2;2;1;4;1;greedfirst;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1;NA;NA;NA;NA;NA;NA;7;4;23;14;NA;7;NA;NA;NA;NA;55;NA;11.12.2023 17:09;1;0;7;7;0;0;1,27;40;Female
938;short;interview;11.12.2023 16:58;3;2;2;2;1;1;4;1;greedlast;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;6;NA;NA;NA;NA;NA;NA;9;3;NA;31;38;6;NA;NA;NA;NA;87;NA;11.12.2023 17:00;1;0;7;7;0;0;1,01;33;Female
876;short;interview;11.12.2023 16:51;3;2;3;3;3;2;3;1;greedlast;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;6;NA;NA;NA;NA;NA;NA;95;5;NA;33;11;2;NA;NA;NA;NA;58;NA;11.12.2023 16:53;1;0;7;7;0;0;1,46;24;Male
1067;short;interview;11.12.2023 17:17;3;3;4;4;3;3;4;1;greedfirst;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;7;NA;NA;NA;NA;NA;NA;10;10;12;4;NA;2;NA;NA;NA;NA;38;NA;11.12.2023 17:17;1;0;7;7;0;0;1,92;31;Female
651;long;interview;09.12.2023 16:22;1;1;3;1;1;1;1;1;greedfirst;sc2sc3sc4sc1random2;SC07SC09SC12SC04;Large;1;1;NA;NA;NA;NA;1;1;NA;NA;1;1;1;1;NA;NA;1;1;NA;NA;3;5;26;30;22;29;22;7;NA;10;154;NA;09.12.2023 16:24;1;0;11;11;0;0;1,43;43;Male
73;long;interview;09.12.2023 15:12;2;1;4;2;2;1;2;1;greedlast;sc1sc3sc4sc2random2;SC13SC05SC06SC08;Large;NA;NA;8;9;6;6;NA;NA;5;5;NA;NA;9;7;NA;NA;NA;NA;5;6;8;9;NA;32;24;24;24;35;42;22;220;NA;09.12.2023 15:15;1;0;11;11;0;0;0,81;59;Female
381;long;interview;09.12.2023 15:54;3;2;2;2;2;1;1;1;greedlast;sc1sc2sc4sc3random2;SC05SC09SC06SC12;Large;NA;NA;9;9;8;6;NA;NA;NA;NA;10;9;7;8;NA;NA;6;7;NA;NA;25;24;NA;85;99;75;62;36;48;68;463;NA;09.12.2023 16:02;1;0;11;11;0;0;0,36;37;Female
480;long;interview;09.12.2023 16:07;3;2;3;3;3;3;2;1;greedlast;sc2sc3sc1sc4random2;SC07SC09SC12SC04;Small;7;7;NA;NA;NA;NA;7;8;NA;NA;7;7;NA;NA;6;6;7;7;NA;NA;14;5;NA;16;3;4;3;3;12;11;71;NA;09.12.2023 16:08;1;0;11;11;0;0;2,09;49;Male
514;long;interview;09.12.2023 16:10;2;2;4;2;2;2;5;1;greedlast;sc4sc1sc3sc2random2;SC05SC09SC12SC06;Small;NA;NA;8;11;7;3;NA;NA;NA;NA;4;9;NA;NA;5;7;1;3;NA;NA;7;4;NA;38;13;18;19;15;19;6;139;NA;09.12.2023 16:12;1;0;11;11;0;0;1,36;24;Male
76;long;interview;09.12.2023 15:12;1;1;1;1;1;1;1;1;greedfirst;sc4sc3sc1sc2random2;SC13SC09SC06SC04;Small;2;2;NA;NA;3;3;NA;NA;NA;NA;6;6;NA;NA;1;1;NA;NA;1;1;10;4;46;41;33;28;25;31;NA;21;239;NA;09.12.2023 15:16;1;0;11;11;0;0;0,82;42;Male
972;short;interview;11.12.2023 17:04;1;1;2;4;1;1;2;1;greedfirst;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;8;NA;NA;NA;NA;19;3;77;19;NA;3;NA;NA;NA;NA;121;NA;11.12.2023 17:06;1;0;7;7;0;0;1,18;29;Female
298;long;interview;09.12.2023 15:44;2;1;5;4;2;2;2;1;greedlast;sc4sc3sc1sc2random2;SC13SC07SC08SC04;Large;3;5;NA;NA;NA;NA;9;8;7;7;NA;NA;4;7;NA;NA;NA;NA;4;4;6;6;NA;26;24;24;26;22;23;5;162;NA;09.12.2023 15:47;1;0;11;11;0;0;1,16;26;Male
421;long;interview;09.12.2023 15:59;2;4;2;1;2;1;1;1;greedlast;sc3sc4sc2sc1random2;SC05SC09SC06SC12;Large;NA;NA;9;8;6;5;NA;NA;NA;NA;3;6;6;5;NA;NA;5;5;NA;NA;6;30;NA;55;43;44;21;28;53;14;294;NA;09.12.2023 16:04;1;0;11;11;0;0;0,7;36;Female
363;long;interview;09.12.2023 15:52;5;5;1;5;5;5;2;1;greedlast;sc2sc4sc3sc1random2;SC09SC13SC06SC04;Large;5;7;NA;NA;8;7;NA;NA;NA;NA;8;8;4;7;NA;NA;NA;NA;9;9;3;4;NA;36;15;22;13;70;26;3;192;NA;09.12.2023 15:55;1;0;11;11;0;0;1,54;37;Male
385;long;interview;09.12.2023 15:54;5;4;5;4;5;5;5;1;greedfirst;sc1sc3sc4sc2random2;SC13SC05SC06SC08;Small;NA;NA;7;7;3;3;NA;NA;3;3;NA;NA;NA;NA;8;9;NA;NA;6;6;17;5;14;19;17;12;15;15;NA;4;118;NA;09.12.2023 15:56;1;0;11;11;0;0;1,57;54;Male
453;long;interview;09.12.2023 16:03;3;1;2;2;1;1;2;1;greedfirst;sc2sc1sc4sc3random2;SC07SC05SC12SC08;Large;NA;NA;10;10;NA;NA;11;11;9;9;NA;NA;3;7;NA;NA;1;4;NA;NA;5;3;40;56;37;26;17;18;NA;4;206;NA;09.12.2023 16:06;1;0;11;11;0;0;1,26;48;Male
1069;short;interview;11.12.2023 17:17;3;1;1;1;1;1;1;1;greedlast;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;NA;NA;NA;NA;5;4;NA;27;27;5;NA;NA;NA;NA;68;NA;11.12.2023 17:18;1;0;7;7;0;0;1,17;39;Female
1097;short;interview;11.12.2023 17:19;4;5;5;3;3;3;5;1;greedlast;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9;10;NA;NA;NA;NA;6;4;NA;31;11;3;NA;NA;NA;NA;55;NA;11.12.2023 17:20;1;0;7;7;0;0;1,54;31;Female
1010;short;interview;11.12.2023 17:09;4;2;4;1;2;1;2;1;greedfirst;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;8;NA;NA;NA;NA;7;3;22;87;NA;4;NA;NA;NA;NA;123;NA;11.12.2023 17:11;1;0;7;7;0;0;1,16;26;Female
267;long;interview;09.12.2023 15:38;4;5;4;4;4;4;2;1;greedlast;sc3sc1sc2sc4random2;SC05SC07SC12SC08;Small;NA;NA;8;8;NA;NA;11;9;4;7;NA;NA;NA;NA;7;7;2;1;NA;NA;7;4;NA;39;22;17;25;21;27;7;169;NA;09.12.2023 15:41;1;0;11;11;0;0;1,14;41;Female
351;long;interview;09.12.2023 15:51;2;2;1;3;3;2;1;1;greedfirst;sc1sc2sc3sc4random2;SC05SC07SC12SC08;Small;NA;NA;8;9;NA;NA;10;10;8;9;NA;NA;NA;NA;2;2;1;3;NA;NA;5;13;39;23;26;22;24;26;NA;19;197;NA;09.12.2023 15:54;1;0;11;11;0;0;0,95;62;Female
37;long;interview;09.12.2023 14:47;2;2;5;3;2;1;1;1;greedlast;sc2sc1sc4sc3random2;SC13SC05SC08SC06;Small;NA;NA;9;10;3;11;NA;NA;5;11;NA;NA;NA;NA;3;6;NA;NA;10;11;194;45;NA;469;16;26;18;20;26;11;163;NA;09.12.2023 15:01;1;0;11;11;0;0;0,77;25;Male
606;long;interview;09.12.2023 16:19;4;1;1;5;4;1;1;1;greedfirst;sc4sc2sc1sc3random2;SC05SC07SC08SC12;Small;NA;NA;11;9;NA;NA;11;11;11;11;NA;NA;NA;NA;3;7;11;11;NA;NA;11;5;41;25;31;17;18;19;NA;13;180;NA;09.12.2023 16:22;1;0;11;11;0;0;1,03;33;Female
1251;short;interview;11.12.2023 17:46;2;2;2;2;2;2;2;1;greedfirst;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;6;NA;NA;NA;NA;NA;NA;6;7;20;18;NA;5;NA;NA;NA;NA;56;NA;11.12.2023 17:47;1;0;7;7;0;0;1,22;64;Male
216;long;interview;09.12.2023 15:28;1;1;1;1;1;1;1;1;greedfirst;sc1sc4sc2sc3random2;SC07SC05SC12SC08;Small;NA;NA;10;10;NA;NA;10;9;3;3;NA;NA;NA;NA;4;6;2;3;NA;NA;8;9;30;25;19;22;20;25;NA;7;165;NA;09.12.2023 15:31;1;0;11;11;0;0;1,07;61;Female
540;long;interview;09.12.2023 16:13;2;1;2;2;1;1;1;1;greedlast;sc3sc2sc1sc4random2;SC05SC13SC06SC08;Large;NA;NA;9;8;8;6;NA;NA;4;3;NA;NA;1;1;NA;NA;NA;NA;2;2;7;5;NA;23;16;20;27;15;25;6;144;NA;09.12.2023 16:15;1;0;11;11;0;0;1,26;54;Female
199;long;interview;09.12.2023 15:25;3;2;4;2;2;2;2;1;greedfirst;sc1sc2sc4sc3random2;SC05SC13SC08SC06;Large;NA;NA;9;9;9;9;NA;NA;4;4;NA;NA;1;1;NA;NA;NA;NA;9;9;8;4;22;20;21;17;19;21;NA;14;146;NA;09.12.2023 15:27;1;0;11;11;0;0;1,21;56;Female
370;long;interview;09.12.2023 15:52;3;1;5;1;1;4;4;1;greedlast;sc3sc1sc2sc4random2;SC07SC05SC12SC08;Small;NA;NA;11;11;NA;NA;11;11;11;11;NA;NA;NA;NA;11;11;11;11;NA;NA;10;5;NA;42;63;23;41;7;32;4;227;NA;09.12.2023 15:56;1;0;11;11;0;0;1,2;50;Male
1195;short;interview;11.12.2023 17:26;2;2;2;2;1;1;1;1;greedfirst;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;6;NA;NA;NA;NA;NA;NA;8;7;40;23;NA;19;NA;NA;NA;NA;97;NA;11.12.2023 17:27;1;0;7;7;0;0;0,77;55;Female
367;long;interview;09.12.2023 15:52;5;5;5;5;5;5;5;1;greedlast;sc2sc4sc3sc1random2;SC07SC05SC08SC12;Large;NA;NA;7;8;NA;NA;6;5;2;3;NA;NA;2;6;NA;NA;7;7;NA;NA;49;14;NA;103;42;55;45;49;70;5;391;NA;09.12.2023 15:59;1;0;11;11;0;0;0,56;53;Female
269;long;interview;09.12.2023 15:38;3;2;1;2;2;1;1;1;greedlast;sc1sc4sc2sc3random2;SC07SC05SC12SC08;Small;NA;NA;6;6;NA;NA;5;4;2;2;NA;NA;NA;NA;4;3;2;3;NA;NA;32;11;NA;32;26;17;20;30;27;15;210;NA;09.12.2023 15:41;1;0;11;11;0;0;0,85;52;Male
196;long;interview;09.12.2023 15:24;2;3;1;2;3;1;1;1;greedfirst;sc4sc1sc3sc2random2;SC09SC07SC04SC12;Large;4;3;NA;NA;NA;NA;5;5;NA;NA;4;4;2;2;NA;NA;1;2;NA;NA;3;4;32;29;25;38;12;27;NA;12;182;NA;09.12.2023 15:27;1;0;11;11;0;0;1,25;58;Female
985;short;interview;11.12.2023 17:06;4;3;2;3;4;1;1;1;greedfirst;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;7;NA;NA;NA;NA;NA;NA;12;6;53;39;NA;19;NA;NA;NA;NA;129;NA;11.12.2023 17:09;1;0;7;7;0;0;0,6;44;Male
678;long;interview;09.12.2023 16:31;1;1;3;1;1;1;1;1;greedfirst;sc4sc3sc1sc2random2;SC09SC13SC04SC06;Large;1;2;NA;NA;2;2;NA;NA;NA;NA;2;5;1;2;NA;NA;NA;NA;4;3;7;7;28;29;35;613;21;23;NA;11;185;NA;09.12.2023 16:44;1;0;11;11;0;0;0,86;40;Male
174;long;interview;09.12.2023 15:16;2;1;1;2;2;2;1;1;greedlast;sc4sc3sc1sc2random2;SC07SC09SC04SC12;Large;11;9;NA;NA;NA;NA;11;7;NA;NA;9;7;7;4;NA;NA;1;1;NA;NA;8;3;NA;23;15;15;19;17;20;4;124;NA;09.12.2023 15:18;1;0;11;11;0;0;1,52;50;Female
819;short;interview;11.12.2023 16:43;2;2;4;2;2;2;2;1;greedfirst;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;NA;NA;NA;NA;NA;NA;3;4;19;40;NA;3;NA;NA;NA;NA;69;NA;11.12.2023 16:44;1;0;7;7;0;0;1,56;43;Male
881;short;interview;11.12.2023 16:51;4;3;3;4;4;3;3;1;greedlast;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;NA;NA;NA;NA;NA;NA;3;3;NA;32;10;2;NA;NA;NA;NA;50;NA;11.12.2023 16:52;1;0;7;7;0;0;2,1;21;DATA_EXPIRED
621;long;interview;09.12.2023 16:20;4;2;3;2;2;2;2;1;greedfirst;sc1sc2sc3sc4random2;SC13SC09SC04SC06;Small;8;8;NA;NA;10;10;NA;NA;NA;NA;8;7;NA;NA;6;7;NA;NA;9;8;4;3;31;25;24;23;17;13;NA;22;162;NA;09.12.2023 16:23;1;0;11;11;0;0;1,31;41;Female
397;long;interview;09.12.2023 15:56;1;1;3;2;2;1;3;1;greedlast;sc1sc3sc2sc4random2;SC05SC07SC08SC12;Small;NA;NA;4;4;NA;NA;5;5;1;3;NA;NA;NA;NA;3;3;1;1;NA;NA;4;5;NA;38;27;20;33;22;232;6;182;NA;09.12.2023 16:03;1;0;11;11;0;0;1,05;70;Female
563;long;interview;09.12.2023 16:15;2;2;1;1;1;1;1;1;greedlast;sc1sc4sc2sc3random2;SC09SC07SC12SC04;Large;5;6;NA;NA;NA;NA;5;6;NA;NA;5;6;4;4;NA;NA;1;2;NA;NA;3;3;NA;25;21;71;16;22;24;2;187;NA;09.12.2023 16:18;1;0;11;11;0;0;1,55;31;Male
515;long;interview;09.12.2023 16:10;4;5;4;5;4;4;3;1;greedfirst;sc4sc2sc1sc3random2;SC07SC13SC08SC04;Small;8;9;NA;NA;NA;NA;3;6;4;5;NA;NA;NA;NA;3;7;NA;NA;8;4;3;5;10;5;7;5;7;9;NA;22;73;NA;09.12.2023 16:11;1;0;11;11;0;0;2,43;28;Male
451;long;interview;09.12.2023 16:03;4;1;4;4;2;3;2;1;greedlast;sc3sc1sc2sc4random2;SC07SC05SC08SC12;Large;NA;NA;9;9;NA;NA;11;10;7;7;NA;NA;10;8;NA;NA;7;7;NA;NA;8;11;NA;38;25;26;29;30;41;26;234;NA;09.12.2023 16:07;1;0;11;11;0;0;0,76;71;Male
517;long;interview;09.12.2023 16:10;4;2;4;2;2;4;5;1;greedfirst;sc2sc3sc1sc4random2;SC13SC05SC08SC06;Large;NA;NA;9;9;1;3;NA;NA;9;8;NA;NA;4;8;NA;NA;NA;NA;3;3;11;8;69;42;34;43;39;41;NA;19;306;NA;09.12.2023 16:15;1;0;11;11;0;0;0,61;69;Male
1141;short;interview;11.12.2023 17:22;4;4;4;4;4;4;4;1;greedlast;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;7;NA;NA;NA;NA;7;6;NA;49;22;44;NA;NA;NA;NA;90;NA;11.12.2023 17:24;1;0;7;7;0;0;0,74;48;Male
287;long;interview;09.12.2023 15:43;2;1;4;4;2;1;2;1;greedfirst;sc2sc4sc1sc3random2;SC05SC07SC08SC12;Large;NA;NA;6;5;NA;NA;10;9;1;2;NA;NA;6;2;NA;NA;1;1;NA;NA;9;14;39;34;16;26;39;30;NA;10;217;NA;09.12.2023 15:46;1;0;11;11;0;0;0,85;52;Female
477;long;interview;09.12.2023 16:07;3;4;3;3;3;4;3;1;greedfirst;sc2sc4sc3sc1random2;SC09SC07SC04SC12;Large;4;7;NA;NA;NA;NA;5;8;NA;NA;6;7;4;3;NA;NA;4;5;NA;NA;3;14;22;43;28;17;12;76;NA;3;218;NA;09.12.2023 16:10;1;0;11;11;0;0;1,41;36;Male
333;long;interview;09.12.2023 15:48;1;1;3;1;1;1;1;1;greedlast;sc4sc3sc1sc2random2;SC13SC09SC06SC04;Small;8;7;NA;NA;6;3;NA;NA;NA;NA;7;7;NA;NA;6;6;NA;NA;9;9;2;3;NA;35;20;38;34;15;22;1;170;NA;09.12.2023 15:51;1;0;11;11;0;0;1,57;34;Male
853;short;interview;11.12.2023 16:48;2;1;2;1;1;1;1;1;greedfirst;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;6;NA;NA;NA;NA;8;8;27;28;NA;8;NA;NA;NA;NA;79;NA;11.12.2023 16:50;1;0;7;7;0;0;0,86;58;Male
439;long;interview;09.12.2023 16:02;4;3;5;3;2;1;2;1;greedlast;sc4sc1sc3sc2random2;SC05SC09SC06SC12;Small;NA;NA;6;7;6;7;NA;NA;NA;NA;6;6;NA;NA;5;6;5;3;NA;NA;5;4;NA;29;16;14;12;17;40;13;150;NA;09.12.2023 16:05;1;0;11;11;0;0;1,33;58;Male
1225;short;interview;11.12.2023 17:27;3;1;2;2;1;1;2;1;greedlast;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;10;NA;NA;NA;NA;20;5;NA;19;23;3;NA;NA;NA;NA;70;NA;11.12.2023 17:29;1;0;7;7;0;0;1,19;43;Female
790;short;interview;11.12.2023 16:36;1;2;3;1;1;1;1;1;greedfirst;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;6;NA;NA;NA;NA;NA;NA;3;3;82;14;NA;3;NA;NA;NA;NA;105;NA;11.12.2023 16:38;1;0;7;7;0;0;1,67;26;Female
939;short;interview;11.12.2023 16:58;2;2;4;2;2;2;2;1;greedfirst;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;4;NA;NA;NA;NA;8;6;25;24;NA;6;NA;NA;NA;NA;69;NA;11.12.2023 17:00;1;0;7;7;0;0;1,01;64;Female
1152;short;interview;11.12.2023 17:23;4;4;5;4;4;4;2;1;greedlast;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;7;NA;NA;NA;NA;NA;NA;9;5;NA;22;29;5;NA;NA;NA;NA;70;NA;11.12.2023 17:24;1;0;7;7;0;0;1,03;43;Female
1035;short;interview;11.12.2023 17:12;4;4;4;4;4;4;4;1;greedfirst;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;4;NA;NA;NA;NA;3;3;18;22;NA;3;NA;NA;NA;NA;49;NA;11.12.2023 17:13;1;0;7;7;0;0;1,78;32;Male
1242;short;interview;11.12.2023 17:28;5;4;4;4;4;5;4;1;greedlast;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;7;NA;NA;NA;NA;NA;NA;3;3;NA;30;77;8;NA;NA;NA;NA;121;NA;11.12.2023 17:30;1;0;7;7;0;0;1,2;29;Male
334;long;interview;09.12.2023 15:48;4;2;2;5;4;1;2;1;greedfirst;sc1sc4sc3sc2random2;SC09SC07SC12SC04;Large;9;3;NA;NA;NA;NA;4;3;NA;NA;3;2;2;1;NA;NA;8;9;NA;NA;5;5;16;26;8;23;13;12;NA;9;117;NA;09.12.2023 15:50;1;0;11;11;0;0;1,61;26;Male
372;long;interview;09.12.2023 15:53;1;1;3;1;1;1;1;1;greedfirst;sc1sc4sc3sc2random2;SC13SC09SC04SC06;Large;3;4;NA;NA;3;2;NA;NA;NA;NA;4;4;1;2;NA;NA;NA;NA;4;5;41;4;14;15;19;11;19;21;NA;3;147;NA;09.12.2023 15:55;1;0;11;11;0;0;1,63;38;Male
305;long;interview;09.12.2023 15:45;1;1;1;1;1;1;1;1;greedlast;sc1sc4sc2sc3random2;SC13SC07SC04SC08;Small;2;3;NA;NA;NA;NA;3;3;1;2;NA;NA;NA;NA;4;6;NA;NA;6;3;11;15;NA;48;43;24;32;49;35;47;304;NA;09.12.2023 15:50;1;0;11;11;0;0;0,61;60;Female
